pmid,first_affiliation_short,country,region
41788189,"Cardiovascular Research Center, Massachusetts General Hospital, 149 13th Street, Charlestown, MA 02129, USA.",USA,North America
40724781,"Assisted Reproductive Technologies Unit, Acıbadem Maslak Hospital, Istanbul 34457, Türkiye.",Turkey,Middle East / North Africa
36679430,"School of Artificial Intelligence, Guilin University of Electronic Technology, Jinji Road, Guilin 541004, China.",China,East Asia
37981516,"Department of Surgery, University of South Florida Morsani College of Medicine, Tampa, FL, USA.",USA,North America
41213498,"Faculty of Dentistry, Department of Oral and Maxillofacial Surgery, Giresun University, Giresun, Türkiye. Electronic address: ylmzbirkan@gmail.com.",Turkey,Middle East / North Africa
38145471,"Department of Internal Medicine, College of Medicine, University of Cincinnati, Cincinnati, OH, United States.",USA,North America
39654660,"Department of Ophthalmology, West China Hospital, Sichuan University, Chengdu, China.",China,East Asia
38211808,"Department of Anesthesia, Intensive Care and Prehospital Emergency, Maggiore Hospital Carlo Alberto Pizzardi, Bologna, Italy. Electronic address: federicofsemeraro@gmail.com.",Italy,Western Europe
37945100,"Catherine & Joseph Aresty Department of Urology, Center for Robotic Simulation & Education, Norris Comprehensive Cancer Center, University of Southern California, Los Angeles, CA, USA.",USA,North America
41948881,"Neurology Department, French Reference Center for Rare Peripheral Neuropathies, Bicetre Hospital, APHP, Le Kremlin Bicêtre, France.",France,Western Europe
34400854,"School of Chemical & Materials Engineering, National University of Sciences & Technology, H-12, Islamabad 44000, Pakistan.",Pakistan,South/Southeast Asia
40680913,"Department of Dermatology, Children's Hospital of Chongqing Medical University, National Clinical Research Center for Child Health and Disorders, Ministry of Education Key Laboratory of Child Developm",China,East Asia
40312490,"Department of Medical Imaging, St. Michael's Hospital, Unity Health Toronto, Toronto, Canada.",Canada,North America
40384704,"Department of Orthopedics, Xijing Hospital, Air Force Medical University, Xi'an, China.",China,East Asia
41888253,"School of nursing, Shanxi Medical University, Jinzhong, China.",China,East Asia
41148434,"Department of Child and Adolescent Mental Health and Disease, Kırşehir Ahi Evran University Faculty of Medicine, Bağbaşı Mahallesi, Şehir Necdet Yağız Caddesi,, Kırşehir, Turkiye, Turkey. sarper.icen@",Turkey,Middle East / North Africa
35588660,"Institute of Computer Graphics and Vision, Faculty of Computer Science and Biomedical Engineering, Graz University of Technology, Inffeldgasse 16, 8010 Graz, Styria, Austria; Department of Oral &Maxil",Germany,Western Europe
36975473,"Department of Economics, Federal University of Bahia, Salvador 40060-300, Brazil.",Brazil,Latin America / Oceania
35954314,"Grupo de Investigación Biomédica en Imagen, Instituto de Investigación Sanitaria La Fe, Avenida Fernando Abril Martorell, 106 Torre A 7planta, 46026 Valencia, Spain.",Spain,Western Europe
35133107,,,Unknown
39489091,"Department of Hospital Pathology, College of Medicine, The Catholic University of Korea, Seoul, 06591, Republic of Korea.",South Korea,East Asia
38353449,"Department of Radiology, Massachusetts General Hospital, 55 Fruit St, WAC 240, Boston, MA 02114.",USA,North America
39548885,"University of Pittsburgh Medical Center Passavant, PA, USA.",USA,North America
40898608,"Symbiosis Centre for Management and Human Resource Development (SCMHRD), Symbiosis International (Deemed University), Pune, India.",India,South/Southeast Asia
38345695,"Department of Anesthesiology, School of Medicine and Public Health, University of Wisconsin, 750 Highland Ave, Madison, WI, 53726, USA. alaaawny@hotmail.com.",USA,North America
41075423,"Department of Research and Innovation, Medway NHS Foundation Trust, Gillingham ME7 5NY, United Kingdom; Department of Public Health, York St John University, London, United Kingdom; Department of Alli",United Kingdom,Western Europe
41803518,"Department of Computer Science, University of Cincinnati, Cincinnati, OH, 45221, USA.",USA,North America
40297090,"UMass Chan Medical School, Worcester, Massachusetts, U.S.A.",USA,North America
35227670,"Department of Clinical Informatics, Lucile Packard Children's Hospital, Palo Alto, CA, USA; Department of Pediatrics, Stanford University School of Medicine, Stanford, CA, USA. Electronic address: nra",USA,North America
37949155,"Department of Radiology, University of Washington School of Medicine, Seattle, Washington.",USA,North America
38876802,"Anesthesiology, University of Wisconsin-Madison, Madison, Wisconsin, USA kmschro1@wisc.edu.",USA,North America
38851931,"Division of Pediatric Dentistry, Department of Preventive Dental Science, College of Dentistry, Jazan university, Jazan, Saudi Arabia.",Saudi Arabia,Middle East / North Africa
40195567,"Department of Stomatology, Taipei Veterans General Hospital, Taipei, Taiwan.",Taiwan,East Asia
40148785,"Department of Radiology, Yongin Severance Hospital, Yonsei University College of Medicine, 363 Dongbaekjukjeon-daero, Giheung-gu, Yongin-si, Gyeonggi-do, 16995, Republic of Korea.",South Korea,East Asia
38508642,"School of Humanities, Central South University, Changsha, People's Republic of China.",China,East Asia
38664747,"Department of Clinical Laboratory, Zhujiang Hospital, Southern Medical University, Guangzhou, China.",China,East Asia
38490720,"Health Management, Goa Institute of Management, Sanquelim, Goa, India drdevirnair@gmail.com.",India,South/Southeast Asia
37091303,"Radiation Medicine Program, Princess Margaret Cancer Centre, University Health Network, Toronto, ON, Canada.",Canada,North America
41951517,"Department of Biomedical Informatics, Vanderbilt University Medical Center, Nashville, USA. Electronic address: adi.bejan@vanderbilt.edu.",USA,North America
40367579,"Department of Social Research, Faculty of Social Sciences, University of Turku, Turku, Finland. Electronic address: Michael.Laakasuo@helsinki.fi.",Finland,Western Europe
41493275,"University Medical Imaging Toronto, Joint Department of Medical Imaging, University Health Network, Mount Sinai Hospital and Women's College Hospital, Department of Medical Imaging, University of Toro",Canada,North America
34407500,"Shiley Eye Institute and Viterbi Family Department of Ophthalmology, University of California San Diego, La Jolla, CA, United States.",USA,North America
37682491,"Centre of Epidemiology and Biostatistics, College of Medicine and Public Health, Flinders University, GPO Box 2100, Adelaide, SA, 5001, Australia. richard.woodman@flinders.edu.au.",Australia,Latin America / Oceania
40003671,"Department of Rehabilitation Medicine, Ewha Woman's University Seoul Hospital, Ewha Woman's University School of Medicine, 191 Jinheung-ro, Eunpyeong-gu, Seoul 03397, Republic of Korea.",South Korea,East Asia
34449727,"Department of Nuclear Medicine, University Hospital Bonn, 53127 Bonn, Germany.",Germany,Western Europe
37183163,"University Hospital of Basel, 4031 Basel, Switzerland.",Switzerland,Western Europe
38307616,"Department of Information Science, Jimma Institute of Technology, Jimma University, Jimma, Oromia, Ethiopia darajekaba2020@gmail.com.",Ethiopia,Sub-Saharan Africa
37831597,"Department of Radiation Oncology, University Medical Center Groningen, University of Groningen, Groningen, The Netherlands.",Netherlands,Western Europe
36063262,"Center for Public Health Research, University of Milan Bicocca, Monza, Italy.",Italy,Western Europe
41295107,"Department of Diagnostic, Molecular, and Interventional Radiology, Icahn School of Medicine at Mount Sinai, New York, NY 10029, USA.",USA,North America
41198493,"Division of Urology, The Hospital for Sick Children, Toronto, ON, Canada; Division of Urology, Department of Surgery, University of Toronto, Toronto, ON, Canada. Electronic address: adree.khondker@mai",Canada,North America
41049443,"Key Laboratory of Carcinogenesis and Translational Research (Ministry of Education/Beijing); Department of Hepato-pancreato-biliary Surgery/Sarcoma Center, Peking University Cancer Hospital & Institut",China,East Asia
37724265,"Department of Ophthalmology, the First Affiliated Hospital, School of Medicine, Zhejiang University, Hangzhou 310003, Zhejiang Province, China.",China,East Asia
39380881,"Department of Ophthalmology, Bascom Palmer Eye Institute, University of Miami Miller School of Medicine, Miami, Florida.",USA,North America
41428633,"Grupo de Investigación, Promoción y Prevención Farmacéutica, Departamento de Farmacia, Facultad de Ciencias Farmacéuticas y Alimentarias, Universidad de Antioquia, Medellín, Colombia.",Colombia,Latin America / Oceania
35039756,"Department of Computer Engineering, Indus Institute of Technology and Engineering, Indus University, Ahmedabad, 382115 India.",India,South/Southeast Asia
34272911,"Alice Lee Centre for Nursing Studies, Yong Loo Lin School of Medicine, National University of Singapore, Singapore, Singapore.",Singapore,East Asia
41636234,"Gordon Center for Medical Imaging, Mass General Research Institute, Harvard Medical School, Harvard University, Boston, MA, 02114, USA. duoduo7753@126.com.",USA,North America
41584894,Neuropsychiatry Centre The Royal Melbourne Hospital Melbourne Victoria Australia.,Australia,Latin America / Oceania
41551828,"Department of Internal Medicine, National University of Colombia, Bogota 111311, Colombia. pghernandezalm@gmail.com.",Colombia,Latin America / Oceania
42010936,"School of Clinical Medicine, Faculty of Health Sciences, University of the Witwatersrand, Johannesburg, South Africa.",South Africa,Sub-Saharan Africa
41213043,"Division of Cardiovascular Medicine and the Cardiovascular Institute, Stanford University, Palo Alto, California.",USA,North America
34104368,"Department of Biotechnology and Medical Engineering, National Institute of Technology, Rourkela 769008, India.",India,South/Southeast Asia
37055752,"Department of Radiology, Affiliated Hospital of Shaanxi University of Chinese Medicine, Xianyang, China.",China,East Asia
37788667,"Shanghai International Joint Laboratory of Intelligent Prevention and Treatment for Metabolic Diseases, Department of Computer Science and Engineering, School of Electronic, Information, and Electrica",China,East Asia
41669936,"Anesthesiology, Critical Care and Pain Medicine Division, Department of Medicine and Surgery, University of Parma, Parma, Italy.",Italy,Western Europe
40506466,"Department of Medical Imaging, Royal University Hospital, University of Saskatchewan, Saskatoon, SK, Canada.",Canada,North America
41402855,"PharmD Program, Faculty of Pharmacy, Ain Shams University, Cairo, 11566, Egypt.",Egypt,Middle East / North Africa
37662697,"College of Pharmacy, University of Houston, Houston, TX, USA.",USA,North America
35018795,"Department of Radiology, Massachusetts General Hospital, 55 Fruit St, WAC 240, Boston, MA 02114.",USA,North America
41431407,"Research Institute for Healthcare Policy, Korean Medical Association, Seoul, Korea.",South Korea,East Asia
38822995,"South Shore Medical Center, Norwell, MA, USA.",USA,North America
35370846,"Department of Psychiatry, Guangzhou First People's Hospital, The Second Affiliated Hospital of South China University of Technology, Guangzhou, China.",China,East Asia
35080309,"Neonatal Intensive Care Unit, Department of Surgical Sciences, AOU University of Cagliari, Cagliari, Italy.",Italy,Western Europe
34446006,"Department of Respiratory Medicine, Nagoya University Graduate School of Medicine, 65 Tsurumai-cho, Showa-ku, Nagoya, 466-8550, Japan. ichidai@med.nagoya-u.ac.jp.",Japan,East Asia
40055086,"Research Associate, Centre for Oral Immunobiology and Regenerative Medicine and Centre for Oral Clinical Research, Institute of Dentistry, Queen Mary University of London (QMUL), London, England, UK. ",United Kingdom,Western Europe
38764765,"Gastroenterology and Endoscopy Unit, Azienda Ospedaliero Universitaria Policlinico di Modena, Modena 41121, Italy. silvia.cocca@gmail.com.",Italy,Western Europe
41348941,"School of Management, Hubei University of Chinese Medicine, Wuhan, China.",China,East Asia
39699671,"Guerbet Research, Paris, France. noelie.debs@guerbet.com.",France,Western Europe
38894617,"Department of Otolaryngology-Head & Neck Surgery, Walter Reed National Military Medical Center, Bethesda, Maryland, USA.",USA,North America
42023084,"Department of Ophthalmology, College of Medicine, University of Ha'il, Hail, Saudi Arabia.",Saudi Arabia,Middle East / North Africa
41810878,"Faculty of Nursing, Hasanuddin University, Jl Perintis Kemerdekaan, KM 10, Makassar, Indonesia, 62-81241841800.",Indonesia,South/Southeast Asia
40824290,"Optomed, Oulu, Finland.",Finland,Western Europe
40055572,"Cancer Data Science Laboratory, Center for Cancer Research, National Cancer Institute, National Institutes of Health, Bethesda, MD, USA. tiangen.chang@nih.gov.",USA,North America
