pmid,pub_year,stance,theme(s),mechanism,specialty,region
40283456,2025,Cautious Optimism,,,Cardiology,Western Europe
40283528,2025,Cautious Optimism,,,Surgery,North America
40283559,2025,Cautious Optimism,,,Surgery,Western Europe
40283605,2025,Cautious Optimism,,,Surgery,Eastern Europe
40285450,2025,Cautious Optimism,,,Surgery,Western Europe
40285677,2025,Caution,hallucination|safety_clinical,both|generative,Oncology,North America
40286586,2025,Caution,safety_clinical|regulation,misclassification|discriminative,Medical Informatics / Digital Health,Western Europe
40286631,2025,Cautious Optimism,,,Pediatrics,Western Europe
40286705,2025,Caution,cognitive|regulation,none_or_unclear|unclear,Medical Education,Western Europe
40287013,2025,Cautious Optimism,,,Pediatrics,North America
40287195,2025,Caution,hallucination|regulation|safety_clinical,none_or_unclear|discriminative,Obstetrics / Gynecology,North America
40287253,2025,Cautious Optimism,,,Radiology / Diagnostic Imaging,North America
40287483,2025,Cautious Optimism,,,Obstetrics / Gynecology,East Asia
40287868,2025,Cautious Optimism,,,Radiology / Diagnostic Imaging,Middle East / North Africa
40287980,2025,Cautious Optimism,,,Pathology / Laboratory Medicine,North America
40288799,2025,Cautious Optimism,,,Mental Health / Psychiatry,North America
40288807,2025,Alarm,existential|safety_clinical|regulation,none_or_unclear|unclear,Medical Informatics / Digital Health,North America
40289627,2025,Cautious Optimism,,,Medical Informatics / Digital Health,North America
40289855,2025,Alarm,hallucination|safety_clinical,misclassification|generative,Internal Medicine / Primary Care,East Asia
40290138,2025,Cautious Optimism,,,Emergency Medicine / Critical Care,East Asia
40290269,2025,Cautious Optimism,,,Internal Medicine / Primary Care,East Asia
40290511,2025,Cautious Optimism,,,Medical Informatics / Digital Health,North America
40290609,2025,Cautious Optimism,,,Internal Medicine / Primary Care,Middle East / North Africa
40291514,2025,Cautious Optimism,,,Medical Informatics / Digital Health,North America
40292012,2025,Cautious Optimism,,,Medical Informatics / Digital Health,Western Europe
40293511,2025,Cautious Optimism,,,Radiology / Diagnostic Imaging,Western Europe
40293518,2025,Cautious Optimism,,,Radiology / Diagnostic Imaging,North America
40293869,2025,Alarm,regulation|safety_clinical,none_or_unclear|generative,Medical Informatics / Digital Health,East Asia
40294407,2025,Caution,hallucination|safety_clinical,misclassification|generative,Medical Informatics / Digital Health,Western Europe
40294410,2025,Caution,ethics_bias|regulation|data_privacy,none_or_unclear|unclear,Internal Medicine / Primary Care,Western Europe
40294519,2025,Cautious Optimism,,,Radiology / Diagnostic Imaging,Western Europe
40294561,2025,Cautious Optimism,,,Oncology,East Asia
40295112,2025,Cautious Optimism,,,Ophthalmology,South/Southeast Asia
40295351,2025,Caution,hallucination|safety_clinical,misclassification|discriminative,Radiology / Diagnostic Imaging,North America
40295374,2025,Cautious Optimism,,,Surgery,Western Europe
40295377,2025,Cautious Optimism,,,Surgery,Latin America / Oceania
40296000,2025,Caution,hallucination|safety_clinical,misclassification|generative,Dentistry,Middle East / North Africa
40296459,2025,Caution,hallucination|safety_clinical|ethics_bias,both|generative,Mental Health / Psychiatry,East Asia
40297090,2025,Caution,hallucination|safety_clinical,misclassification|generative,Surgery,North America
40297632,2025,Caution,hallucination|safety_clinical|regulation,confabulation|generative,Surgery,North America
40297872,2025,Cautious Optimism,,,Nursing,Middle East / North Africa
40298602,2025,Cautious Optimism,,,Radiology / Diagnostic Imaging,Western Europe
40299004,2025,Alarm,safety_clinical,misclassification|discriminative,Obstetrics / Gynecology,Western Europe
40299277,2025,Caution,ethics_bias|cognitive|safety_clinical,none_or_unclear|unclear,Oncology,South/Southeast Asia
40299428,2025,Cautious Optimism,,,Oncology,Eastern Europe
40299653,2025,Cautious Optimism,,,Oncology,North America
40300276,2025,Cautious Optimism,,,Cardiology,Western Europe
40300385,2025,Caution,hallucination|safety_clinical,both|generative,Surgery,North America
40300751,2026,Cautious Optimism,,,Neurology / Neuroscience,North America
40300776,2025,Caution,regulation|ethics_bias,none_or_unclear|unclear,Medical Informatics / Digital Health,Western Europe
40300816,2025,Cautious Optimism,,,Obstetrics / Gynecology,North America
40301283,2025,Cautious Optimism,,,Medical Informatics / Digital Health,Western Europe
40301668,2025,Cautious Optimism,,,Ophthalmology,Latin America / Oceania
40301823,2025,Neutral,,,Medical Education,South/Southeast Asia
40301862,2025,Cautious Optimism,,,Nursing,East Asia
40302192,2025,Cautious Optimism,,,FAILED,Middle East / North Africa
40303497,2025,Cautious Optimism,,,Internal Medicine / Primary Care,East Asia
40304793,2025,Cautious Optimism,,,Dentistry,Western Europe
40304941,2025,Caution,hallucination|safety_clinical,none_or_unclear|generative,Medical Informatics / Digital Health,North America
40305017,2025,Caution,regulation|safety_clinical|ethics_bias,misclassification|discriminative,Medical Informatics / Digital Health,Western Europe
40305085,2025,Cautious Optimism,,,Medical Informatics / Digital Health,East Asia
40305090,2025,Cautious Optimism,,,Medical Education,Middle East / North Africa
40305346,2025,Cautious Optimism,,,Oncology,North America
40305490,2025,Neutral,,,Pediatrics,North America
40305889,2025,Cautious Optimism,,,Surgery,North America
40305890,2025,Cautious Optimism,,,Surgery,Western Europe
40305985,2025,Cautious Optimism,,,Oncology,East Asia
40306071,2025,Cautious Optimism,,,Emergency Medicine / Critical Care,Middle East / North Africa
40306686,2025,Cautious Optimism,,,Medical Informatics / Digital Health,North America
40307112,2025,Cautious Optimism,,,Radiology / Diagnostic Imaging,Middle East / North Africa
40307127,2025,Cautious Optimism,,,Oncology,Western Europe
40307331,2025,Caution,safety_clinical|hallucination|regulation,none_or_unclear|generative,Mental Health / Psychiatry,North America
40307456,2025,Cautious Optimism,,,Obstetrics / Gynecology,East Asia
40307650,2025,Cautious Optimism,,,Ophthalmology,South/Southeast Asia
40307827,2025,Cautious Optimism,,,Surgery,East Asia
40308801,2025,Cautious Optimism,,,Oncology,North America
40309129,2025,Caution,ethics_bias|safety_clinical,misclassification|generative,Medical Informatics / Digital Health,North America
40309720,2025,Caution,ethics_bias,misclassification|both,Medical Informatics / Digital Health,Western Europe
40309809,2025,Advocacy,,,Neurology / Neuroscience,Western Europe
40309831,2025,Cautious Optimism,,,Neurology / Neuroscience,Western Europe
40309865,2025,Cautious Optimism,,,Neurology / Neuroscience,Western Europe
40310409,2025,Cautious Optimism,,,Medical Informatics / Digital Health,Western Europe
40310637,2025,Cautious Optimism,,,Ophthalmology,North America
40310666,2025,Caution,safety_clinical|regulation|ethics_bias,none_or_unclear|generative,Medical Informatics / Digital Health,East Asia
40311140,2025,Cautious Optimism,,,Medical Informatics / Digital Health,Eastern Europe
40311170,2025,Caution,ethics_bias|data_privacy,none_or_unclear|unclear,Oncology,East Asia
40311171,2025,Alarm,hallucination|safety_clinical,misclassification|generative,Oncology,North America
40311872,2025,Cautious Optimism,,,Medical Informatics / Digital Health,East Asia
40311921,2025,Caution,safety_clinical|hallucination,misclassification|generative,Oncology,East Asia
40312192,2025,Cautious Optimism,,,Medical Informatics / Digital Health,Latin America / Oceania
40312251,2025,Cautious Optimism,,,Oncology,Western Europe
40312261,2025,Caution,safety_clinical|ethics_bias,none_or_unclear|both,Dermatology,North America
40312328,2025,Caution,education|replacement,misclassification|both,Medical Education,Middle East / North Africa
40312413,2025,Caution,ethics_bias|regulation|safety_clinical,none_or_unclear|unclear,Medical Informatics / Digital Health,Western Europe
40312490,2025,Cautious Optimism,,,Radiology / Diagnostic Imaging,North America
40312600,2025,Cautious Optimism,,,Internal Medicine / Primary Care,East Asia
40312898,2025,Cautious Optimism,,,Surgery,Middle East / North Africa
40313675,2025,Cautious Optimism,,,Obstetrics / Gynecology,Middle East / North Africa
40313714,2025,Cautious Optimism,,,Medical Education,North America
40314572,2025,Advocacy,,,Surgery,North America
40314707,2025,Caution,safety_clinical,misclassification|discriminative,Radiology / Diagnostic Imaging,Western Europe
40314789,2025,Cautious Optimism,,,Radiology / Diagnostic Imaging,East Asia
40314951,2025,Cautious Optimism,,,Medical Informatics / Digital Health,North America
40315407,2025,Cautious Optimism,,,Oncology,Latin America / Oceania
40315626,2025,Caution,safety_clinical,misclassification|discriminative,Radiology / Diagnostic Imaging,Western Europe
40315721,2025,Cautious Optimism,,,Ophthalmology,East Asia
40316010,2025,Cautious Optimism,,,Medical Informatics / Digital Health,North America
40316361,2025,Cautious Optimism,,,Medical Informatics / Digital Health,Middle East / North Africa
40316716,2025,Cautious Optimism,,,Internal Medicine / Primary Care,East Asia
40316783,2025,Caution,hallucination|safety_clinical|regulation,confabulation|generative,Medical Informatics / Digital Health,North America
40316834,2025,Cautious Optimism,,,Radiology / Diagnostic Imaging,Western Europe
40317173,2025,Cautious Optimism,,,Medical Education,North America
40317230,2025,Advocacy,,,Medical Education,North America
40317527,2025,Caution,ethics_bias|cognitive,misclassification|discriminative,Medical Informatics / Digital Health,North America
40317813,2025,Cautious Optimism,,,Mental Health / Psychiatry,North America
40317970,2025,Alarm,safety_clinical|hallucination,misclassification|discriminative,Dentistry,Middle East / North Africa
40318249,2025,Cautious Optimism,,,Medical Education,North America
40318319,2025,Cautious Optimism,,,Dentistry,Middle East / North Africa
40318498,2025,Cautious Optimism,,,Emergency Medicine / Critical Care,East Asia
40318520,2025,Caution,ethics_bias|safety_clinical,none_or_unclear|unclear,Mental Health / Psychiatry,South/Southeast Asia
40319013,2025,Caution,hallucination|safety_clinical,misclassification|generative,Medical Informatics / Digital Health,North America
40319039,2025,Neutral,,,Radiology / Diagnostic Imaging,North America
40319106,2025,Cautious Optimism,,,Medical Informatics / Digital Health,North America
40319154,2025,Caution,ethics_bias,misclassification|generative,Medical Informatics / Digital Health,North America
40319392,2025,Alarm,education|hallucination,misclassification|generative,Medical Education,Middle East / North Africa
40319544,2025,Cautious Optimism,,,Medical Education,Western Europe
40319756,2025,Cautious Optimism,,,Obstetrics / Gynecology,Sub-Saharan Africa
40320690,2025,Caution,regulation|cognitive|other,none_or_unclear|generative,Medical Informatics / Digital Health,North America
40320742,2025,Caution,hallucination|safety_clinical,both|generative,Radiology / Diagnostic Imaging,Western Europe
40320810,2025,Caution,regulation|hallucination,confabulation|generative,Medical Informatics / Digital Health,Unknown
40321117,2025,Cautious Optimism,,,Medical Informatics / Digital Health,South/Southeast Asia
40321662,2025,Cautious Optimism,,,Internal Medicine / Primary Care,Western Europe
40322749,2025,Caution,hallucination|safety_clinical,misclassification|generative,Surgery,East Asia
40322940,2025,Caution,ethics_bias|data_privacy,none_or_unclear|unclear,Obstetrics / Gynecology,Unknown
40323320,2025,Caution,safety_clinical|regulation|ethics_bias,none_or_unclear|both,Medical Informatics / Digital Health,North America
40323321,2025,Cautious Optimism,,,Medical Informatics / Digital Health,North America
40323616,2025,Cautious Optimism,,,Medical Informatics / Digital Health,North America
40323685,2025,Caution,hallucination|safety_clinical,misclassification|generative,Oncology,Middle East / North Africa
40324177,2025,Cautious Optimism,,,Mental Health / Psychiatry,East Asia
40324563,2025,Cautious Optimism,,,Surgery,Middle East / North Africa
40326426,2025,Caution,safety_clinical|hallucination,misclassification|discriminative,Internal Medicine / Primary Care,North America
40326457,2025,Cautious Optimism,,,Dermatology,North America
40327321,2025,Cautious Optimism,,,Mental Health / Psychiatry,North America
40327326,2025,Cautious Optimism,,,Medical Informatics / Digital Health,North America
40327329,2025,Cautious Optimism,,,Medical Informatics / Digital Health,North America
40328004,2025,Cautious Optimism,,,Medical Informatics / Digital Health,Latin America / Oceania
40328407,2025,Cautious Optimism,,,Internal Medicine / Primary Care,North America
40328639,2025,Cautious Optimism,,,Internal Medicine / Primary Care,Western Europe
40328810,2025,Cautious Optimism,,,Emergency Medicine / Critical Care,Western Europe
40328886,2025,Cautious Optimism,,,Medical Informatics / Digital Health,North America
40330462,2025,Cautious Optimism,,,Multidisciplinary / Other,East Asia
40330751,2025,Cautious Optimism,,,Obstetrics / Gynecology,Latin America / Oceania
40331045,2025,Cautious Optimism,,,Medical Informatics / Digital Health,Middle East / North Africa
40331108,2025,Cautious Optimism,,,Surgery,North America
40331140,2025,Cautious Optimism,,,Internal Medicine / Primary Care,East Asia
40331418,2025,Cautious Optimism,,,Cardiology,Unknown
40331496,2025,Caution,education|hallucination,misclassification|generative,Medical Education,Middle East / North Africa
40331891,2025,Cautious Optimism,,,Oncology,Western Europe
40332649,2025,Cautious Optimism,,,Radiology / Diagnostic Imaging,Western Europe
40332991,2025,Cautious Optimism,,,Internal Medicine / Primary Care,East Asia
40333050,2025,Cautious Optimism,,,Nursing,Western Europe
40333137,2025,Cautious Optimism,,,Cardiology,North America
40333433,2025,Cautious Optimism,,,Emergency Medicine / Critical Care,North America
